date	Air Bombardment	Artillery	Asphyxiation	Beating or Stabbing	Burned	Chemical	Crushed	Execution	Gun Shot	Mine	Missiles	Other	Refusal to Follow Orders	Resource Outage	Sniper	Stress	Torture	Unspecified	Wounds
2011-03-14	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125
2011-03-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.972972972973	0.0	0.0	0.0	0.00900900900901	0.0	0.0	0.0	0.0	0.0	0.018018018018
2011-04-01	0.0	0.0	0.030303030303	0.0	0.0	0.0	0.0	0.0	0.757575757576	0.0	0.0	0.0	0.0606060606061	0.0	0.030303030303	0.0	0.0909090909091	0.0	0.030303030303
2011-04-07	0.0	0.0	0.00854700854701	0.0	0.0	0.0	0.0	0.0	0.769230769231	0.0	0.0	0.0	0.196581196581	0.0	0.0	0.0	0.00854700854701	0.0	0.017094017094
2011-04-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.753246753247	0.0	0.0	0.0	0.168831168831	0.0	0.025974025974	0.0	0.0519480519481	0.0	0.0
2011-04-21	0.0	0.0	0.00201612903226	0.0	0.0	0.0	0.0	0.0	0.866935483871	0.0	0.0	0.0	0.100806451613	0.0	0.0201612903226	0.0	0.00604838709677	0.0	0.00403225806452
2011-05-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.769784172662	0.0	0.0	0.0	0.158273381295	0.0	0.0287769784173	0.0	0.0359712230216	0.0	0.00719424460432
2011-05-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.878787878788	0.0	0.0	0.0	0.0606060606061	0.0	0.020202020202	0.0	0.040404040404	0.0	0.0
2011-05-14	0.0	0.0	0.00529100529101	0.0	0.00529100529101	0.0	0.0	0.0	0.756613756614	0.0	0.0	0.0	0.10582010582	0.0	0.021164021164	0.0	0.0899470899471	0.0	0.015873015873
2011-05-21	0.0	0.0	0.0	0.0	0.00763358778626	0.0	0.00763358778626	0.0	0.702290076336	0.0	0.0	0.0	0.0610687022901	0.00763358778626	0.0152671755725	0.0	0.198473282443	0.0	0.0
2011-06-01	0.0	0.0135746606335	0.0	0.0	0.0	0.0	0.00452488687783	0.0	0.89592760181	0.0	0.0	0.0	0.0407239819005	0.0	0.0135746606335	0.00452488687783	0.027149321267	0.0	0.0
2011-06-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.236607142857	0.0	0.0	0.0	0.75	0.0	0.00446428571429	0.0	0.00446428571429	0.0	0.00446428571429
2011-06-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.825	0.0	0.0	0.0	0.05	0.0	0.025	0.0	0.1	0.0	0.0
2011-06-21	0.0232558139535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.860465116279	0.0	0.0	0.0	0.0232558139535	0.0	0.0232558139535	0.0	0.046511627907	0.0	0.0232558139535
2011-07-01	0.0	0.0133333333333	0.0133333333333	0.0	0.0	0.0	0.0	0.0	0.866666666667	0.0	0.0	0.0	0.0133333333333	0.0	0.0266666666667	0.0	0.04	0.0	0.0266666666667
2011-07-07	0.0	0.0	0.025	0.025	0.0	0.0	0.0	0.0	0.875	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.05	0.0	0.0
2011-07-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.916666666667	0.0	0.0	0.0	0.0208333333333	0.0	0.0	0.0	0.0625	0.0	0.0
2011-07-21	0.0	0.00434782608696	0.0	0.00869565217391	0.0	0.0	0.00434782608696	0.0	0.908695652174	0.0	0.0	0.0	0.00869565217391	0.0	0.0173913043478	0.00434782608696	0.0347826086957	0.0	0.00869565217391
2011-08-01	0.0	0.00769230769231	0.0	0.0	0.0	0.0	0.0	0.0	0.915384615385	0.0	0.0	0.0	0.0115384615385	0.0230769230769	0.0115384615385	0.0	0.0307692307692	0.0	0.0
2011-08-07	0.0	0.0424242424242	0.0	0.0181818181818	0.0	0.0	0.0	0.0	0.775757575758	0.0	0.0	0.0	0.0181818181818	0.0	0.0484848484848	0.0	0.0848484848485	0.0	0.0121212121212
2011-08-14	0.0	0.0487804878049	0.0	0.0	0.0	0.0	0.0	0.0	0.821138211382	0.0	0.0	0.0	0.0731707317073	0.0	0.0162601626016	0.0	0.0406504065041	0.0	0.0
2011-08-21	0.0	0.0138888888889	0.0	0.0	0.0	0.0	0.0	0.0	0.868055555556	0.0	0.0	0.0	0.0486111111111	0.0	0.00694444444444	0.0	0.0625	0.0	0.0
2011-09-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.833333333333	0.0	0.0	0.0	0.0757575757576	0.0	0.0151515151515	0.0	0.0757575757576	0.0	0.0
2011-09-07	0.0	0.00719424460432	0.0	0.0	0.0	0.0	0.00719424460432	0.0	0.690647482014	0.0	0.0	0.0	0.201438848921	0.0	0.0143884892086	0.0	0.0791366906475	0.0	0.0
2011-09-14	0.0	0.00806451612903	0.0	0.0	0.0	0.0	0.0	0.0	0.806451612903	0.0	0.0	0.0	0.0645161290323	0.0	0.0161290322581	0.0	0.104838709677	0.0	0.0
2011-09-21	0.0	0.0241935483871	0.0	0.0	0.0	0.0	0.0	0.0	0.741935483871	0.0	0.0	0.0	0.129032258065	0.0	0.0403225806452	0.0	0.0645161290323	0.0	0.0
2011-10-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.659574468085	0.0	0.0	0.0	0.106382978723	0.0	0.0851063829787	0.0	0.13829787234	0.0	0.0106382978723
2011-10-07	0.0	0.0	0.0208333333333	0.0	0.0	0.0	0.0	0.0	0.84375	0.0	0.0	0.0	0.0416666666667	0.0	0.0208333333333	0.0	0.0729166666667	0.0	0.0
2011-10-14	0.0	0.0261437908497	0.0	0.0	0.0	0.0	0.00653594771242	0.0	0.875816993464	0.0	0.0	0.0	0.0392156862745	0.0	0.0261437908497	0.0	0.0261437908497	0.0	0.0
2011-10-21	0.0	0.0396475770925	0.0	0.0	0.0	0.0	0.0	0.0	0.762114537445	0.0	0.0	0.0	0.0528634361233	0.0	0.0440528634361	0.0	0.0837004405286	0.00440528634361	0.0132158590308
2011-11-01	0.0	0.0	0.0	0.0	0.0	0.0	0.00574712643678	0.0	0.83908045977	0.0	0.0	0.0	0.0459770114943	0.0	0.0402298850575	0.0	0.0574712643678	0.0	0.0114942528736
2011-11-07	0.0	0.00492610837438	0.0	0.0	0.0	0.0	0.0	0.0	0.758620689655	0.0	0.0	0.0	0.0591133004926	0.0	0.0738916256158	0.0	0.0985221674877	0.0	0.00492610837438
2011-11-14	0.0	0.00617283950617	0.0	0.0	0.0	0.0	0.00617283950617	0.0	0.734567901235	0.0	0.0	0.0	0.0679012345679	0.0	0.0308641975309	0.0	0.135802469136	0.0	0.0185185185185
2011-11-21	0.0	0.0	0.0	0.00381679389313	0.00381679389313	0.0	0.0267175572519	0.0	0.74427480916	0.00381679389313	0.0	0.0	0.0572519083969	0.0	0.0534351145038	0.0	0.0763358778626	0.0	0.030534351145
2011-12-01	0.0	0.00636942675159	0.0	0.0	0.0382165605096	0.0	0.0	0.0	0.777070063694	0.0	0.0	0.0	0.031847133758	0.0127388535032	0.0127388535032	0.0	0.114649681529	0.00636942675159	0.0
2011-12-07	0.0	0.0135135135135	0.0	0.0	0.0045045045045	0.0	0.0	0.0	0.783783783784	0.0	0.0	0.0	0.0810810810811	0.00900900900901	0.018018018018	0.0	0.0765765765766	0.0	0.0135135135135
2011-12-14	0.0	0.0837563451777	0.0	0.0	0.00253807106599	0.0	0.0	0.0	0.502538071066	0.0	0.0	0.0	0.360406091371	0.00507614213198	0.0152284263959	0.0	0.0253807106599	0.0	0.00507614213198
2011-12-21	0.0	0.0838323353293	0.0	0.00299401197605	0.0	0.0	0.0	0.0	0.724550898204	0.0	0.0	0.0	0.0568862275449	0.0059880239521	0.0179640718563	0.0	0.0838323353293	0.0	0.0239520958084
2012-01-01	0.0	0.0	0.0	0.00591715976331	0.0	0.0	0.0	0.0	0.816568047337	0.0	0.0	0.0	0.0532544378698	0.00591715976331	0.0295857988166	0.0	0.0769230769231	0.0	0.0118343195266
2012-01-07	0.0	0.0126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.70253164557	0.0	0.0	0.0	0.0759493670886	0.00632911392405	0.0569620253165	0.0	0.101265822785	0.0	0.0443037974684
2012-01-14	0.0	0.00404858299595	0.0	0.0	0.0	0.0	0.0	0.0	0.80971659919	0.0	0.0	0.0	0.0688259109312	0.0	0.0526315789474	0.0	0.0566801619433	0.0	0.0080971659919
2012-01-21	0.0	0.0166112956811	0.00830564784053	0.00664451827243	0.0	0.0	0.0	0.0	0.813953488372	0.0	0.0	0.0	0.107973421927	0.0	0.0249169435216	0.0	0.014950166113	0.0	0.00664451827243
2012-02-01	0.0	0.00663129973475	0.0	0.0	0.0	0.0	0.0	0.0	0.957559681698	0.0	0.0	0.0	0.0212201591512	0.0	0.0106100795756	0.0	0.00397877984085	0.0	0.0
2012-02-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.942244224422	0.0	0.0	0.0	0.049504950495	0.003300330033	0.0049504950495	0.0	0.0	0.0	0.0
2012-02-14	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0586666666667	0.0	0.024	0.0	0.00533333333333	0.0	0.0
2012-02-21	0.0	0.00764331210191	0.0	0.00127388535032	0.0	0.0	0.0	0.0	0.945222929936	0.0	0.0	0.0	0.031847133758	0.0	0.00636942675159	0.0	0.00636942675159	0.0	0.00127388535032
2012-03-01	0.0	0.0503018108652	0.0	0.0583501006036	0.0	0.0	0.0	0.0	0.665995975855	0.0	0.0	0.0	0.15291750503	0.0	0.0281690140845	0.0	0.0362173038229	0.0	0.00804828973843
2012-03-07	0.0	0.0378973105134	0.00122249388753	0.0268948655257	0.0	0.0	0.0	0.0	0.877750611247	0.0	0.0	0.0	0.0244498777506	0.00122249388753	0.0110024449878	0.0	0.0122249388753	0.0	0.00733496332518
2012-03-14	0.0	0.247767857143	0.0	0.00223214285714	0.0	0.0	0.0	0.0	0.584821428571	0.00223214285714	0.0	0.0	0.0669642857143	0.0	0.0491071428571	0.0	0.0357142857143	0.0	0.0111607142857
2012-03-21	0.0	0.134907251265	0.0	0.0134907251265	0.00674536256324	0.0	0.00168634064081	0.0	0.704890387858	0.00337268128162	0.0	0.0	0.0236087689713	0.00168634064081	0.0472175379427	0.00168634064081	0.0404721753794	0.0	0.0202360876897
2012-04-01	0.0027972027972	0.0909090909091	0.0	0.0	0.0237762237762	0.0	0.0	0.0	0.798601398601	0.0013986013986	0.0	0.0	0.0335664335664	0.0	0.0125874125874	0.0	0.0223776223776	0.0	0.013986013986
2012-04-07	0.0	0.204152249135	0.0	0.00346020761246	0.00519031141869	0.0	0.00173010380623	0.0	0.726643598616	0.0	0.0	0.0	0.0155709342561	0.0	0.0173010380623	0.0	0.0155709342561	0.0	0.0103806228374
2012-04-14	0.0	0.216783216783	0.0	0.0	0.0	0.0	0.0	0.0	0.629370629371	0.0	0.0	0.0	0.0244755244755	0.0034965034965	0.0384615384615	0.0	0.0664335664336	0.0	0.020979020979
2012-04-21	0.0	0.346633416459	0.0	0.0199501246883	0.0	0.0	0.0	0.0	0.468827930175	0.00249376558603	0.0	0.0	0.0349127182045	0.00249376558603	0.0374064837905	0.0	0.0548628428928	0.0	0.0324189526185
2012-05-01	0.0	0.137339055794	0.0	0.0429184549356	0.0	0.0	0.0	0.0	0.678111587983	0.0	0.0	0.0	0.0171673819742	0.00429184549356	0.0472103004292	0.0	0.0515021459227	0.0	0.0214592274678
2012-05-07	0.0	0.234449760766	0.0	0.0334928229665	0.0	0.0	0.00956937799043	0.0	0.535885167464	0.0	0.0	0.0	0.00478468899522	0.00478468899522	0.0765550239234	0.00478468899522	0.0717703349282	0.0	0.0239234449761
2012-05-14	0.0	0.249283667622	0.00573065902579	0.0114613180516	0.0	0.0	0.0	0.0	0.590257879656	0.0	0.0	0.0	0.00286532951289	0.0	0.080229226361	0.0	0.054441260745	0.0	0.00573065902579
2012-05-21	0.0232558139535	0.249612403101	0.0	0.15503875969	0.0	0.0	0.0015503875969	0.0	0.412403100775	0.0	0.0	0.0	0.0279069767442	0.0031007751938	0.0852713178295	0.0	0.0403100775194	0.0	0.0015503875969
2012-06-01	0.00460829493088	0.23732718894	0.0	0.00921658986175	0.0	0.0	0.0	0.0	0.582949308756	0.0	0.0	0.0	0.0161290322581	0.00460829493088	0.0875576036866	0.00230414746544	0.0345622119816	0.0	0.0207373271889
2012-06-07	0.00512820512821	0.516239316239	0.0	0.0136752136752	0.0	0.0	0.0	0.0	0.316239316239	0.0393162393162	0.0	0.0	0.00512820512821	0.0017094017094	0.0529914529915	0.0	0.0273504273504	0.0	0.0222222222222
2012-06-14	0.00177304964539	0.414893617021	0.0	0.0195035460993	0.00177304964539	0.0	0.00177304964539	0.0	0.416666666667	0.0	0.0	0.0	0.00354609929078	0.00177304964539	0.0656028368794	0.00531914893617	0.0283687943262	0.0	0.0390070921986
2012-06-21	0.0222634508349	0.461038961039	0.0	0.0166975881262	0.00185528756957	0.0	0.000927643784787	0.0	0.384044526902	0.000927643784787	0.0	0.0	0.000927643784787	0.00463821892393	0.043599257885	0.00185528756957	0.0278293135436	0.0	0.0333951762523
2012-07-01	0.0048	0.4208	0.0	0.024	0.0128	0.0	0.0016	0.0	0.416	0.0016	0.0	0.0	0.0	0.0	0.0512	0.0	0.0352	0.0	0.032
2012-07-07	0.00258397932817	0.295865633075	0.0	0.00904392764858	0.0103359173127	0.00258397932817	0.0	0.0	0.586563307494	0.00258397932817	0.0	0.0	0.0	0.00129198966408	0.0439276485788	0.0	0.0284237726098	0.0	0.0167958656331
2012-07-14	0.0891870560379	0.417521704815	0.0	0.0110497237569	0.0	0.0	0.0	0.0	0.370955011839	0.0	0.0	0.0	0.0	0.000789265982636	0.0741910023678	0.0	0.0236779794791	0.0	0.0126282557222
